,평점,일시,감상평
1727,1,2020.06.05 20:48,아이있는 엄마라 좀 짜증나고 어두침침한 시종일관한 영화라 좀 별루임 거기다 사람 못믿게 그런식이란.... 진짜 겟아웃 따라한것 같음.... 근데 겟아웃에 신선함은 없고 종교라는 찝찝함과 어두움 암튼 참 스토리가 배껴쓴 거 시대적인 종교문제 끼워넣기식이라 참 오랜만에 본 영화라는게 아쉽네요 
1728,2,2020.06.05 18:07,결말이  정말 어이 없음.
1729,4,2020.06.05 13:48,코로나도 피했는데 이걸 못피했네
1730,4,2020.06.04 15:54,(미드소마+오펀+겟아웃+기생충)÷40=침입자
1731,2,2020.06.05 16:31,알바들 비추 올라가는 속도보소
1732,4,2020.06.05 16:23,코로나로 개봉 늦춰졌으면 편집에 좀 더 신경쓰시지...긴장감 제로. 효과음 한박자 늦음.하나도 안무서움.ㅠ스토리 뒤에 싸다만 똥같음.
1733,1,2020.06.05 01:18,밸런스가 나쁘다.완성도가 나쁘다는 말씀.
1734,1,2020.06.04 15:53,진짜... 지효언니 의리때매 참고 봤다 하
1735,6,2020.06.09 15:09,3루영화보다 10%더 재밌네여
1736,6,2020.06.08 20:56,연기는 좋은데 스토리가 진부..교훈적임. 스릴러만을 원하고 가면 실망할 가능성 있음. 초반까진 괜찮음.
1737,6,2020.06.08 18:09,"종반부로 가다보면 예상이됨, 막판 1:1구도 좀 아니지 않나 ,기생충도 생각남"
1738,9,2020.06.07 12:33,지효누나 연기 되게 잘하심ㅋㅋ
1739,8,2020.06.07 12:31,말도 안되는 부분이 많지만 그래도 매끄럽게 몰입잘되었네요
1740,10,2020.06.07 11:56,
1741,6,2020.06.06 15:02,아.... 송지효일당 사기집단인줄 알았는데 사이비종교집단이었네
1742,8,2020.06.06 14:04,송지효는 갈수록 얼굴이 이상해지냐 ㅜㅜ 송지효 여태 영화 찍은거 중에 연기 젤 그나마 낫다ㅋ
1743,6,2020.06.07 21:19,그냥 그냥 볼만한정도 지루하진않네요
1744,2,2020.06.07 18:27,재미없다...돈 주고 보면 후회..코로나정국에 극장 간 내가 바보지
1745,10,2020.06.07 13:53,남자친구랑 보러갔는데 둘다 재밌어했고 재밌었다
1746,6,2020.06.07 11:25,그냥 볼만은 햇는데 엄청 찝찝하내요..
1747,6,2020.06.06 17:36,배우들 연기는 흠잡을 곳 없을정도로 좋다.다만 스토리는 이 영화 저 영화 짜집기 한듯한.구해줘+겟아웃 보는느낌.뻔했음
1748,10,2020.06.06 17:05,안봐서 내용은 자세히 모르는 데 강하늘 나온 기억의 밤이랑 비슷한 느낌 같은데 맞으면 좋아요 눌러주세요
1749,7,2020.06.10 16:33,송지효는 런닝맨에서의 이미지 소비가 너무 심해서 이제 배우가 어색할 지경이고 김무열 연기는 볼 때마다 적응이 안됨 배역이랑 이미지가 찰떡이라 그나마 좀 산듯... 시놉은 오히려 괜찮았음
1750,4,2020.06.10 02:10,내용이 진부함 개연성도 딱히..
1751,2,2020.06.09 22:57,10점 준 30대 남성들은 알바거나 송지효 팬이거나
1752,1,2020.06.09 13:30,송지효 나와서 기대했는데스토리가 개노잼
1753,2,2020.06.09 11:19,솔직히 8점대는 아니다
1754,10,2020.06.07 23:13,마지막에 형사 사과받는장면 기다렸다 진짜
1755,10,2020.06.07 14:19,와 진짜 어휘력이 부족해서 너무 재밌다고밖에 못 하겠어요 꼭 봐주세요
1756,10,2020.06.07 11:30,쏭배우 진짜 너무 이뻐. 열무 오빠 짱!!! 영화가 너무 좋다
1757,4,2020.06.08 17:14,어린이 무당이 날뛰는 것 같은 영화였다
1758,2,2020.06.08 15:14,재미 감동 흥미 반전 아무것도 없음연기는 잘하는데내용이 개 노잼내가 만드는게 더 재밌음
1759,10,2020.06.07 17:15,정말.재박이니자 시간가는줄 몰랐어요 정말재미져요
1760,9,2020.06.07 10:11,송지효 누님 연기로 영화가 엉성해도 완벽해짐
1761,3,2020.06.06 23:42,"긴장감 연출만 좋았다... 메세지를 넣으려고 한것같지만 효과적이진 않았고, 한국영화도 기본적으로 표현의 연출적인 효과가 생겼으면 좋겠다... (김무열씨의 연기는 신파극이였음;)"
1762,1,2020.06.10 19:59,디지몬이냐? 왜 자꾸 선택받은 아이를 찾아???
1763,2,2020.06.08 16:54,알바들인가요... 우찌 평점이 이리높지..  안보는게 나은영화..
1764,2,2020.06.08 15:32,재미가 없어요 보지마세요
1765,3,2020.06.08 12:33,그냥 보이는대로 흘러감  반전이잇을줄...김무열 연기땜에3점앞으로 송죠  나오는건 안보는걸로~사이비얘기 끝
1766,1,2020.06.07 14:48,이 시국에 영화를 보러가냐
1767,10,2020.06.07 00:44,아주 오랜만에 극장방문 실망시키지 않는 꽤 괜찮은 영화였습니다. 연기구멍도없고 스토리도 괜찮아요
1768,1,2020.06.10 20:46,시작부터 지루함결말도 지루함
1769,2,2020.06.05 12:13,전소민까던 그분들 몰려왔네ㅋ
1770,2,2020.06.05 18:31,평점이 전 이해가 안가네요.. 기생충+구해줘+82년생 김지영 다섞어놨던데
1771,2,2020.06.07 11:16,송지효 연기는 늘지를 않네요
1772,1,2020.06.04 20:13,스토리가 나가두 너무 나갔네..
1773,2,2020.06.04 19:28,와 진짜 댓글 알바들이 있구나 보다가 중간에 나왔다
1774,2,2020.06.04 15:54,중반부까지 괜찮았는데 ..후반부터 막장으로 치달리네
1775,1,2020.06.05 14:46,댓글 대부분이 알바일듯.... 시간낭비 개오짐... 약간 기생충 연출 따라한것같기두 하구... 송지효는 그 답답한 발성 좀 나아진듯
1776,1,2020.06.05 13:34,개x노잼 영화 보다가 중간에 나온건 처음이다 처음부터 끝까지 개x같음. 평점 준 새x들 다 알바임. 뇌가 있으면 좋게 줄 수 없음. 중간에 심각한 장면에서 나도 모르게 웃음 터짐. 보지 마세요
1777,1,2020.06.05 00:32,아니 그래서 동생이 맞아 아니야? 예고편보고 그게 젤 궁금해서 오늘 개봉하자마자 봤는데 이게 뭐야!아 답답해
1778,1,2020.06.04 17:07,개막장스토리 같네영ㅋ
1779,10,2020.06.07 14:11,
1780,10,2020.06.07 12:10,마지막까지 긴장감이 장난아니에요 ㅎㅎ.. 연기를 다들 너무 잘하심.... 송지효님 이런 연기 잘어울리는듯..목소리톤이 그래서
1781,10,2020.06.07 12:08,
1782,10,2020.06.07 13:41,재밌당송지효연기가 대박
1783,3,2020.06.10 19:46,미니시리즈 10부작의 1부에 전체를 구겨넣은 영화. 평소상황이었다면 영화관에서 볼 이유가 없다.
1784,6,2020.06.05 18:31,좀 후반에 억지스럽게 짜맞춘 느낌은 있는데 볼만해요
1785,6,2020.06.05 00:46,"영화 전체를 보면 문제 없는데, 캐릭터가 진짜 갈수록 답답하고 짜증지수만 올라가는 영화 였습니다. 진짜 개 답답해요. 그래서 볼수록 뭔 영환지 알 수 없었어요."
1786,8,2020.06.07 11:32,영화 괜찮음..코로나 영향으로 관객이 많이 들지않은거 같아 아쉽네요.. 아니면 최소300만은 들텐데
1787,10,2020.06.05 21:17,간만에 몰입하면서 봤네요돈 안아까움
1788,1,2020.06.10 22:14,아니 지금 이때에 극장가서 영화보는 정신나간애들이 있네?  미.친거아니냐? 정신나갔냐?
1789,10,2020.06.07 23:23,엄청나는 긴장감과 공포감이 엄청나고 스토리가 탄찬합니다!!!! 이런영화를 코로나때문에 사람들이 못보는게 너무너무 아쉬워요 마스크착용하고 꼭!!!보세요~~
1790,2,2020.06.05 16:33,초중반까지는 재밌음ㅎㅎ후반에는 어이없는스토리..
1791,10,2020.06.09 18:48,오랜만에 극장에서 영화 보는거 넘 좋더라ㅠㅠㅠ 영화도 스릴러 좋아해서 넘 재밌게 봤당
1792,1,2020.06.07 19:09,코로나 이후 첫 개봉한 영화라 기대했는데웬걸 진짜 재미없습니다.
1793,2,2020.06.05 19:15,진짜 별 한개도 아깝습니다
1794,4,2020.06.05 00:30,진짜 별 한개도 아깝습니다
1795,6,2020.06.04 14:49,댓글알바 돌았냐..작작좀해.그냥 김무열님 송지효님연기만 아까웠던 영화...스토리가 갑분 ㅅㅏㅇㅂ가 뭐냐...;;범인이 갑자기 지 범죄 브리핑해줄때 졸라빵터짐ㅋㅋㅋㅋ진짜 현실감 오지게없다..그냥 애를 납치하던가 왜굳이 온갖 환각제 다써가며 복잡하게 데려온거임ㅋㅋㅋㅋ영화가 너무 돌고돌아온다..진부해죽는줄 ;연기가 아까워서 별점 준다.. 
1796,1,2020.06.05 19:01,이 영화에 10점준 놈들이 분명 &#39;침입자&#39;다.   개연성 1점     연기력 2점         개그점수 8점        김무열 무적점수 10점              송지효 립스틱 점수 9점              타투 멋짐 9점             어머니 &#34;쩔~~~~때&#34; 점수 9점           나머지 0점 
1797,1,2020.06.05 15:36,아니 평점 왜케 높아;;; 6점이 적당함
1798,2,2020.06.05 16:55,코로나여파에 개봉한 작품이라 기대감을 갖고 봤는데.. 아.. 기대이하네요. 전혀 긴장감없고 스토리 전개는 너무 익숙해요. 평가가 높아서 놀랐네요.
1799,1,2020.06.04 20:00,뻔하지뭐 ㅋㅌㅌㅋ나ㅋ 에휴
1800,2,2020.06.04 17:13,스토리가 중반까지 좋다가 중반 이후 결말까지 무언가 많이 허술함. 코로나로 안될거 눈치챘나.. 송지효. 김무열 연기 좋네요~
1801,1,2020.06.04 19:34,아 최악임 뻔한 내용 어설픈 개연성 작가의 의도도 모르겠고 알고 싶지도 않다. 어설픈 사이비영화
1802,1,2020.06.04 17:07,
1803,1,2020.06.04 17:59,개연성 똥으로 말아먹고 참신한거 하나 없으며 보다가 오잉싶어서 긴장은 무슨ㅋㅋㅋㅋ 대충 연출한게 너무 티나서 내가 다 부끄러움... 아즈 촌스러운 영화
1804,1,2020.06.04 15:45,개연성 똥으로 말아먹고 참신한거 하나 없으며 보다가 오잉싶어서 긴장은 무슨ㅋㅋㅋㅋ 대충 연출한게 너무 티나서 내가 다 부끄러움... 아즈 촌스러운 영화
1805,1,2020.06.04 16:58,4일날 개봉했는데 개봉 첫날 오전부터 무슨 평점 및 감상평이 주루룩 올라오고 공감오지네요 ㅎㅎ 알바들 푼건지...역시 마지막이 고구마입니다. 열린 결말 ㅎㅎ 스릴러는 역시 한국거는 믿고 거릅니다. 알바들 많으니 관람평 주의하시구요.. 
1806,1,2020.06.05 08:06,"하아..손발 오그라드는 연출, 스토리 전개..제발 이렇게 만들지마세요..이러니 요즘 한국영화 믿고 거른다는 얘기가 나옵니다.음악도 어썰프고 감독님은 그냥 상업영화는 안하시는게 맞는거 같아요.영화보는 내내 연출과 연기(특히 송지효씨는 연기가 늘지가 않음;;)가 MBC 서프라이즈 보는 맛이었습니다 "
1807,6,2020.06.11 02:14,기생충이 떠오르는 영화였습니다. 꽤 재미있었어용
1808,8,2020.06.06 16:03,김무열 아파트 욕조에 있던 사람이 실종됐던 여동생 아닌가요?
1809,2,2020.06.07 08:26,초반까진 괜찮다가 갑자기 말도안되는상황의 연속 설명하기편하게 가상의 약물을 만들어 내질않나 형사두명을 쉽게 제압하고 마지막은 너무뻔해서 한숨만 쉬어짐 극혐
1810,3,2020.06.05 16:23,중간까지는  솔직히  좀  기대하면서 봄... 중후반부는 뭥미?  사랑의 콜센타  할시간  다되가는데   집에갈까  하다가... 혹시나  반전 있을까봐  끝까지 봤는데... 반전없음.. 그냥  내용이  황당함
1811,4,2020.06.05 13:59,중간에 나가야하나 고민하게 만든 몇 안되는 영화였다
1812,1,2020.06.05 16:15,긴장감은 있는데 내용이 진짜 산으로 간다 ㅋㅋㅋ 결국엔 코미디네
1813,1,2020.06.04 18:48,사이비종교영화라고 미리 소개하지영화보는 내내 속이 울렁거릴정도로불편함주연 두배우 수고하고 열연은 멋진데촬영한 감독이 제정신인가 싶을정도로구역질 나는 스토리
1814,1,2020.06.05 16:01,와 알바들 소름돋네ㅋㅋㅋ초중반까진 몰입도 있는데진짜 갈수록 개노잼 쓰레기됨;김무열 연기 한개 빼곤 볼게없는 스토리 막장 영화진짜 코로나땜에 볼게 없어서 봤는데 최악
1815,2,2020.06.04 23:28,왜이게 재밌다는거냐 진짜 진부한스토리..코로나때문에 영화못봐서 다 재밌단거임? 진짜 배우들만 좋지
1816,1,2020.06.04 17:23,정신과 의사도 1년전부터 투입해서 작전 들어갔으면서 초반 간호사는 왜 알바 구한거냐ㅋㅋㅋ 진짜 맥락 뚝뚝 끊기고 최고다!!
1817,4,2020.06.08 13:44,전반적으로 다 괜찮은 영화였지만! 아이를 납치 하려는 소재를 셨다는게 영화를 보는내내 기분을 망쳤버렸다.어린아이 납치 내용이 포함된걸 미리 알았더라면 이영화 보지 않았을 텐데... 어린아이 납치 살인 이런 소재로는 이제 제발좀 영화 찍지 말았으면 좋겠다. 
1818,1,2020.06.09 11:00,이시국에 영화보러다니는 정신나간사람들
1819,2,2020.06.05 18:59,초중반은 잘 쪼는 거 인정인데 중후반 전개는 시궁창을 넘어 하수처리장까지 들어감. 으아 다시 생각해도 끔찍해
1820,2,2020.06.07 00:49,배우들의 연기력으로만 쉴드친 느낌스토리가... 다른영화들 짜집기한 느낌..떡밥 회수 못하고 그냥 아 또 사이비.. 지겹 이런느낌임 문신본 순간부터 그냥 노잼
1821,4,2020.06.04 16:46,김무열원맨쇼느낌..
1822,10,2020.06.07 00:36,여자친구랑 봤는데 여친도 반응좋았음.. 너무 진지하게 평가하시는분들많네 여치니랑 보러갈영화로 합격이었음 월드컵경기장 메박에서봄
1823,2,2020.06.04 19:39,아이고....보다 나왔어요 ㅠ 너무 재미없음
1824,1,2020.06.06 23:32,연출은 진짜 수준이하 스토리도 노답
1825,1,2020.06.04 23:47,침:  침대밖은 위험해 코로나로침입입:  입속에 침은 말라가지 마스크를 껴서자:  자 이제 평점을 남겨볼까? ..음
1826,4,2020.06.04 13:08,초중반엔 스릴러 답게 미스터리하게 잘 흘러간다 중 후반 되면 갑자기 산으로 간다
1827,1,2020.06.04 17:52,이거 대박이였내여   ㅠㅠ    정말 ㅋㅋㅋ  너무하내여
1828,2,2020.06.04 17:41,배우들 연기는 좋았어용~ 어떤 연출이 나올까 집중해서 봤는데 갑자기 뜬금없는 내용으로 흘러가니...돈 날렸어용 노잼!
1829,2,2020.06.04 16:32,보지마라 분명히말했다..진짜다..
1830,3,2020.06.04 17:42,그래서 진짜 여동생의 소재는? 실신 상태였던 가정부는? 한박사는? 수화 커플 콤비는? 의미심장하게 중요 약속 떡밥 뿌렸던 바이어는? 다들 그 뒤에 행방이 도대체 어떻게 건데? 복선을 잔뜩 생성했으면 회수해서 목마름을 채워야 할 것 아냐! 이 고구마 어떻게 책임질건데!!! 책임지란 말야!!! 책임져!!! 
1831,2,2020.06.05 19:15,보는 내내 감독을 욕함. 그나마 신천지(?)가 살렸다.
1832,4,2020.06.04 18:44,이걸보려고 코로나19 탓한내가 한심스럽다.
1833,2,2020.06.04 16:38,영화보다가 토할것 같은적은 처음이다...
1834,2,2020.06.04 12:42,연기가 아깝다.
1835,2,2020.06.04 14:38,댓글조작 오진다 비추한다 지금 보는중인데 보고 후회하지 마라 노잼이라서 영화보는중에 쓴다
1836,7,2020.06.04 17:10,그냥 저냥 볼만해요 하지만 두번은 안봐요
1837,5,2020.06.05 12:08,"기대를 하고 봤는데,,기대 이하였어요개연성이 많이 떨어진 스토리라인과 부자연스러운 연기력,,권해드리긴 어려울듯 합니다"
1838,1,2020.06.05 15:43,"연출은 박찬호 박쥐 짝퉁 느낌,송지효의 일관된 연기력 부족,토막토막 연결된 것 같은 열출력 부족,갑자기 분위기 싸이비 종교라는 시나리오 미스"
1839,4,2020.06.04 18:59,알바생들 무더기로 푼거 실화? 연기력 연출 개똥임. 송지효...연기자맞음?
1840,2,2020.06.04 16:24,42비 영화였네 하 ㅜ ㅜ ㅜ ㅜ
1841,2,2020.06.04 16:04,이게 진짜 재밌다고..?? 보다가 답답해서 욕나올뻔했는데..?? 스토리는 허술하지 후반으로 갈수록 막장이지 와.. 돈아깝고 배우들이 아까운 영화였다
1842,1,2020.06.04 12:46,와~~감독 마음속에 침입해서 뭔 생각으로 이런 영화를 만들었는지 졸라게 궁금하다.고가의 배우들로 저런 싸구려 영화를 찍다니 최고다.영화 만들지 마라
